url,pos_ratio,neg_ratio,num,pos_sigm,neg_sigm
apteka.ru,0.0,1.0,178,0.0,0.9952635953348181
www.cyberforum.ru,0.0,1.0,172,0.0,0.9950882002881365
www.drive2.com,0.0,1.0,165,0.0,0.9948664147068182
tubsexer.com,1.0,0.0,162,0.9947651120360167,0.0
www.yoox.com,0.0,1.0,158,0.0,0.9946236551304941
xuk.life,0.9808917197452228,0.019108280254777062,157,0.9755822395598853,0.019004848822595163
bobs-tube.com,1.0,0.0,155,0.9945124422242233,0.0
translate.academic.ru,0.0,1.0,154,0.0,0.9944743418131079
rbook.me,0.0,1.0,151,0.0,0.994356798994193
spec.drom.ru,0.0,1.0,150,0.0,0.9943164989518454
v--s-mobi.cdn.ampproject.org,0.006756756756756757,0.9932432432432432,148,0.006717798292293493,0.9875163489671434
mir-knigi.org,0.0,1.0,148,0.0,0.9942341472594369
noodlemagazine.com,0.986206896551724,0.013793103448275891,145,0.9803942386318855,0.013711807533313115
www.maam.ru,0.0,1.0,145,0.0,0.9941060461651987
www.euroki.org,0.0,1.0,145,0.0,0.9941060461651987
www.babyblog.ru,0.0,1.0,145,0.0,0.9941060461651987
rajwap.xyz,1.0,0.0,144,0.9940620716008334,0.0
gidfilm.ru,0.0,1.0,144,0.0,0.9940620716008334
www.100sp.ru,0.0,1.0,143,0.0,0.9940174359966523
rg.ru,0.0,1.0,142,0.0,0.9939721243361255
www.livelib.ru,0.0,1.0,140,0.0,0.9938794104710758
online-knigi.com,0.0,1.0,140,0.0,0.9938794104710758
etp.armtek.ru,0.0,1.0,138,0.0,0.9937838003857378
mp3party.net,0.0,1.0,137,0.0,0.9937348665230072
www.vseinstrumenti.ru,0.0,1.0,136,0.0,0.9936851562355624
tabor.ru,0.0,1.0,135,0.0,0.9936346508990272
w37.zona.plus,0.0,1.0,135,0.0,0.9936346508990272
eggporncomics.com,1.0,0.0,135,0.9936346508990272,0.0
www.obozrevatel.com,0.0,1.0,134,0.0,0.9935833312886402
www.cian.ru,0.0,1.0,134,0.0,0.9935833312886402
joblab.ru,0.0,1.0,133,0.0,0.9935311775548674
multilisting.su,0.0,1.0,132,0.0,0.9934781691978187
onrealt.ru,0.0,1.0,132,0.0,0.9934781691978187
agroserver.ru,0.0,1.0,132,0.0,0.9934781691978187
m.rusex-club.me,1.0,0.0,131,0.993424285040396,0.0
m.olx.kz,0.0,1.0,128,0.0,0.9932571552347012
docs.cntd.ru,0.0,1.0,128,0.0,0.9932571552347012
www.gismeteo.ru,0.0,1.0,128,0.0,0.9932571552347012
www.gismeteo.ua,0.0,1.0,127,0.0,0.9931995415434653
knijky.ru,0.0,1.0,127,0.0,0.9931995415434653
vkfaces.com,0.0,1.0,126,0.0,0.9931409349699771
www.livemaster.ru,0.0,1.0,125,0.0,0.9930813096290647
poezdato.net,0.0,1.0,124,0.0,0.9930206387280205
shuri-muri.com,0.0,1.0,124,0.0,0.9930206387280205
libcat.ru,0.016260162601626018,0.9837398373983741,123,0.016145673081731416,0.9768132214447506
regionyonsport.ch,1.0,0.0,117,0.9925642059943126,0.0
www.pornhat.com,1.0,0.0,116,0.9924940828737798,0.0
studopedia.su,0.0,1.0,114,0.0,0.9923497933679293
ftopx.com,0.9557522123893806,0.04424778761061944,113,0.9483695508103858,0.04390599772270301
omniscenta.com,1.0,0.0,112,0.9921998487827539,0.0
kartaslov.ru,0.0,1.0,111,0.0,0.9921226509363826
baraholka.onliner.by,0.0,1.0,111,0.0,0.9921226509363826
auto.drom.ru,0.0,1.0,110,0.0,0.9920439100879742
qmusic.me,0.0,1.0,110,0.0,0.9920439100879742
ru.iherb.com,0.0,1.0,109,0.0,0.9919635795190338
www.litres.ru,0.0,1.0,108,0.0,0.9918816106062154
m.hh.ru,0.0,1.0,107,0.0,0.9917979527232605
synapsenet.ru,0.0,1.0,105,0.0,0.9916253568956946
tophotels.ru,0.0,1.0,104,0.0,0.9915363067130454
www.sunhome.ru,0.0,1.0,104,0.0,0.9915363067130454
base.garant.ru,0.0,1.0,104,0.0,0.9915363067130454
www.vokrug.tv,0.00980392156862745,0.9901960784313726,102,0.009719141205264714,0.9816332617317362
900igr.net,0.0,1.0,102,0.0,0.9913524029370008
www.goodfon.ru,0.099009900990099,0.9009900990099008,101,0.09814429920016361,0.8931131227214888
mp3cc.biz,0.0,1.0,101,0.0,0.9912574219216526
pda.litres.ru,0.0,1.0,100,0.0,0.9911603318266968
bigl.ua,0.0,1.0,98,0.0,0.9909595370978135
www.ebalovo.mobi,1.0,0.0,98,0.9909595370978135,0.0
ipleer.fm,0.0,1.0,97,0.0,0.9908556805690887
jobs.tut.by,0.0,1.0,97,0.0,0.9908556805690887
catalog.onliner.by,0.0,1.0,97,0.0,0.9908556805690887
vashurok.ru,0.0,1.0,97,0.0,0.9908556805690887
pornsexer.com,1.0,0.0,97,0.9908556805690887,0.0
sexlib.org,1.0,0.0,97,0.9908556805690887,0.0
spb.cian.ru,0.0,1.0,95,0.0,0.990640642678354
converterino.online,0.2842105263157895,0.7157894736842105,95,0.281550498445427,0.7090901442329272
pogoda7.ru,0.0,1.0,94,0.0,0.9905292871166262
www.blablacar.ru,0.0,1.0,94,0.0,0.9905292871166262
m.tutu.ru,0.0,1.0,94,0.0,0.9905292871166262
24eropixel.net,1.0,0.0,93,0.9904152506918187,0.0
uniondht.org,0.8804347826086957,0.11956521739130432,92,0.8718931877268637,0.11840524771599381
m.sima-land.ru,0.0,1.0,92,0.0,0.9902984354428576
spb.hh.ru,0.0,1.0,92,0.0,0.9902984354428576
flocktory.com,0.0,1.0,89,0.0,0.9899302628582467
mobile.yoox.com,0.0,1.0,88,0.0,0.9898012514414128
mixmuz.ru,0.0,1.0,88,0.0,0.9898012514414128
kari.com,0.0,1.0,87,0.0,0.9896688925625248
fishki.net,0.011494252873563218,0.9885057471264368,87,0.011375504512212928,0.9782933880503119
www.stranamam.ru,0.0,1.0,87,0.0,0.9896688925625248
zoon.ru,0.0,1.0,87,0.0,0.9896688925625248
www.stoloto.ru,0.0,1.0,86,0.0,0.9895330542717122
www.chitai-gorod.ru,0.0,1.0,86,0.0,0.9895330542717122
m.somon.tj,0.0,1.0,86,0.0,0.9895330542717122
www.banki.ru,0.0,1.0,85,0.0,0.9893935975944645
myzcloud.pro,0.0,1.0,85,0.0,0.9893935975944645
www.pussyspace.com,1.0,0.0,84,0.9892503760580402,0.0
www.butik.ru,0.0,1.0,84,0.0,0.9892503760580402
povar.ru,0.0,1.0,83,0.0,0.9891032351790536
ranobes.com,0.0,1.0,82,0.0,0.9889520119084774
mp3goo.ru,0.0,1.0,82,0.0,0.9889520119084774
www.enbek.kz,0.0,1.0,81,0.0,0.9887965340298717
m.tabor.ru,0.0,1.0,80,0.0,0.9886366195061822
biqle.com,1.0,0.0,79,0.9884720757699033,0.0
drivemusic.me,0.0,1.0,79,0.0,0.9884720757699033
www.perfectgirls.net,1.0,0.0,79,0.9884720757699033,0.0
booksonline.com.ua,0.0,1.0,79,0.0,0.9884720757699033
rus.drivemusic.cc,0.0,1.0,79,0.0,0.9884720757699033
ostrovok.ru,0.0,1.0,78,0.0,0.9883026989507998
zvooq.pro,0.0,1.0,77,0.0,0.9881282730346819
clipart-library.com,0.0,1.0,76,0.0,0.9879485689459527
hh.ru,0.0,1.0,76,0.0,0.9879485689459527
archive.is,0.1973684210526316,0.8026315789473684,76,0.19498984913406964,0.792958719811883
fb.ru,0.0,1.0,76,0.0,0.9879485689459527
www.playground.ru,0.0,1.0,75,0.0,0.9877633435457456
2gis.ru,0.0,1.0,75,0.0,0.9877633435457456
www.nomerogram.ru,0.0,1.0,73,0.0,0.987375279262317
www.sports.ru,0.0,1.0,73,0.0,0.987375279262317
goods.ru,0.0,1.0,72,0.0,0.9871718733943018
ekapusta.com,0.0,1.0,72,0.0,0.9871718733943018
muzofond.fm,0.0,1.0,71,0.0,0.9869618094861818
www.sima-land.ru,0.0,1.0,71,0.0,0.9869618094861818
www.orgpage.ru,0.0,1.0,71,0.0,0.9869618094861818
babiki.ru,0.0,1.0,71,0.0,0.9869618094861818
m.baby.ru,0.0,1.0,70,0.0,0.9867447553867288
eva.ru,0.0,1.0,70,0.0,0.9867447553867288
sinonim.org,0.0,1.0,70,0.0,0.9867447553867288
helpiks.org,0.0,1.0,70,0.0,0.9867447553867288
deal.by,0.0,1.0,70,0.0,0.9867447553867288
m.lamoda.ru,0.0,1.0,69,0.0,0.986520356491098
postila.ru,0.0,1.0,69,0.0,0.986520356491098
joxi.ru,0.0,1.0,69,0.0,0.986520356491098
xn--80adbj0cckt.xn--p1ai,0.0,1.0,69,0.0,0.986520356491098
www.woman.ru,0.0,1.0,68,0.0,0.9862882338120638
azbyka.ru,0.0,1.0,68,0.0,0.9862882338120638
nola-london.com,1.0,0.0,67,0.986047981849094,0.0
hardcore-sex-videos.net,1.0,0.0,67,0.986047981849094,0.0
xn--b1algemdcsb.xn--p1ai,0.0,1.0,67,0.0,0.986047981849094
megapesni.com,0.0,1.0,67,0.0,0.986047981849094
myzuka.club,0.0,1.0,67,0.0,0.986047981849094
pickfilm.ru,0.0,1.0,66,0.0,0.9857991662301206
autopiter.ru,0.0,1.0,66,0.0,0.9857991662301206
smotret-anime-365.ru,0.0,1.0,65,0.0,0.9855413210972233
pornomen.club,1.0,0.0,65,0.9855413210972233,0.0
pornovideoshub.com,1.0,0.0,63,0.9849965036811373,0.0
iotvet.com,0.0,1.0,63,0.0,0.9849965036811373
litvek.com,0.0,1.0,62,0.0,0.9847084144429518
spac1.com,0.2903225806451613,0.7096774193548387,62,0.2858830880640828,0.6988253263788691
moto.drom.ru,0.0,1.0,62,0.0,0.9847084144429518
www.sosalkino.tv,0.6129032258064516,0.3870967741935484,62,0.6035309636908414,0.38117745075211035
rutor.info,0.0,1.0,61,0.0,0.984409054156732
aif.ru,0.0,1.0,61,0.0,0.984409054156732
e-libra.ru,0.0,1.0,60,0.0,0.9840977487438236
ab.onliner.by,0.0,1.0,60,0.0,0.9840977487438236
porno.24video.net,1.0,0.0,60,0.9840977487438236,0.0
sinoptik.com.ru,0.0,1.0,59,0.0,0.9837737693277757
photosight.ru,0.0,1.0,59,0.0,0.9837737693277757
m.chitai-gorod.ru,0.0,1.0,59,0.0,0.9837737693277757
tl.rulate.ru,0.0,1.0,59,0.0,0.9837737693277757
erkiss.live,0.7796610169491526,0.22033898305084745,59,0.7670100574419947,0.21676371188578109
100vampirenovels.net,0.0,1.0,59,0.0,0.9837737693277757
m.market.kz,0.0,1.0,58,0.0,0.9834363265556545
forums.drom.ru,0.0,1.0,58,0.0,0.9834363265556545
m.fishki.net,0.0,1.0,58,0.0,0.9834363265556545
www.libfox.ru,0.05172413793103448,0.9482758620689656,58,0.05086739620115454,0.9325689303545001
knigochei.net,0.0,1.0,58,0.0,0.9834363265556545
embedy.cc,1.0,0.0,58,0.9834363265556545,0.0
studbooks.net,0.0,1.0,58,0.0,0.9834363265556545
mediametrics.ru,0.0,1.0,58,0.0,0.9834363265556545
spcs.me,0.05263157894736842,0.9473684210526316,57,0.05174129285257486,0.9313432713463475
bessporno.tv,1.0,0.0,57,0.9830845641989223,0.0
moresisek.net,0.9649122807017544,0.03508771929824561,57,0.9485903689638724,0.0344941952350499
etp.armtek.by,0.0,1.0,56,0.0,0.9827175519250513
sbis.ru,0.0,1.0,56,0.0,0.9827175519250513
jorgensentrio.co.uk,1.0,0.0,56,0.9827175519250513,0.0
www.1tv.ru,0.0,1.0,56,0.0,0.9827175519250513
soccerlife.ru,0.0,1.0,55,0.0,0.9823342771118653
anwap.cool,0.0,1.0,55,0.0,0.9823342771118653
royallib.com,0.0,1.0,55,0.0,0.9823342771118653
www.mastergrad.com,0.0,1.0,55,0.0,0.9823342771118653
www.game-game.com.ua,0.0,1.0,55,0.0,0.9823342771118653
m.pleer.ru,0.0,1.0,55,0.0,0.9823342771118653
booksbunker.com,0.0,1.0,55,0.0,0.9823342771118653
www.rlsnet.ru,0.0,1.0,55,0.0,0.9823342771118653
sims3pack.ru,0.01818181818181818,0.9818181818181818,55,0.01786062322021573,0.9644736538916495
www.edimdoma.ru,0.0,1.0,55,0.0,0.9823342771118653
avia.tutu.ru,0.0,1.0,55,0.0,0.9823342771118653
oxy.cloud,0.0,1.0,55,0.0,0.9823342771118653
zachestnyibiznes.ru,0.0,1.0,54,0.0,0.981933635553534
fanfics.me,0.0,1.0,54,0.0,0.981933635553534
sefon.me,0.0,1.0,54,0.0,0.981933635553534
lurkmore.to,0.0,1.0,54,0.0,0.981933635553534
rusvidos.com,0.9814814814814816,0.01851851851851849,54,0.9637496793395798,0.018183956213954303
bazarpnz.ru,0.018867924528301886,0.981132075471698,53,0.018519140016590507,0.9629952808627062
rabotanur.kz,0.0,1.0,53,0.0,0.9815144208792969
hah.life,0.05660377358490566,0.9433962264150944,53,0.05555742004977152,0.9259570008295254
37.1.207.130,0.0,1.0,53,0.0,0.9815144208792969
xn----8sbhebeda0a3c5a7a.xn--p1ai,0.0,1.0,53,0.0,0.9815144208792969
www.gtavicecity.ru,0.0,1.0,53,0.0,0.9815144208792969
chernayamagiya.com,0.0,1.0,53,0.0,0.9815144208792969
filmopotok.ru,0.0,1.0,53,0.0,0.9815144208792969
rezka.ag,0.0,1.0,52,0.0,0.9810753124722515
www.myshared.ru,0.0,1.0,52,0.0,0.9810753124722515
faberlic.com,0.0,1.0,52,0.0,0.9810753124722515
www.lamoda.ru,0.0,1.0,52,0.0,0.9810753124722515
navsegda.net,0.0,1.0,52,0.0,0.9810753124722515
iz.ru,0.0,1.0,52,0.0,0.9810753124722515
ekaterinburg.hh.ru,0.0,1.0,51,0.0,0.9806148616344645
cool.dj,0.0,1.0,51,0.0,0.9806148616344645
www.rulit.me,0.0,1.0,51,0.0,0.9806148616344645
parts.japancar.ru,0.0,1.0,51,0.0,0.9806148616344645
kazanexpress.ru,0.0,1.0,51,0.0,0.9806148616344645
somon.tj,0.0,1.0,50,0.0,0.9801314756944592
www.gtaall.com,0.0,1.0,50,0.0,0.9801314756944592
www.dochkisinochki.ru,0.0,1.0,50,0.0,0.9801314756944592
m.ru-xvideos.tv,1.0,0.0,50,0.9801314756944592,0.0
www.championat.com,0.0,1.0,50,0.0,0.9801314756944592
mover.uz,0.0,1.0,49,0.0,0.979623399691492
classes.ru,0.0,1.0,49,0.0,0.979623399691492
ekb.zarplata.ru,0.0,1.0,49,0.0,0.979623399691492
www.russianfood.com,0.0,1.0,49,0.0,0.979623399691492
m.trulolo.com,0.0,1.0,49,0.0,0.979623399691492
www.lenkino.net,1.0,0.0,49,0.979623399691492,0.0
forum.guns.ru,0.0,1.0,49,0.0,0.979623399691492
salda.ws,0.020408163265306117,0.979591836734694,49,0.0199923142794182,0.9596310854120739
www.aviasales.ru,0.0,1.0,49,0.0,0.979623399691492
yaoi-chan.me,0.0,1.0,49,0.0,0.979623399691492
v-tope24.com,0.30612244897959184,0.6938775510204082,49,0.2998847141912731,0.679738685500219
www.goodfon.com,0.24489795918367346,0.7551020408163265,49,0.23990777135301844,0.7397156283384735
m.unegui.mn,0.0,1.0,48,0.0,0.9790886951949682
russian-sex.24video.net,1.0,0.0,48,0.9790886951949682,0.0
transphoto.ru,0.0,1.0,48,0.0,0.9790886951949682
radikal.ru,0.0,1.0,48,0.0,0.9790886951949682
www.nn.ru,0.0,1.0,48,0.0,0.9790886951949682
evexxx.com,1.0,0.0,47,0.978525215723046,0.0
sinoptik.ua,0.0,1.0,47,0.0,0.978525215723046
pda.rlsnet.ru,0.0,1.0,47,0.0,0.978525215723046
youdo.com,0.0,1.0,47,0.0,0.978525215723046
bus.tutu.ru,0.0,1.0,46,0.0,0.9779305781069407
zakupki.kontur.ru,0.0,1.0,46,0.0,0.9779305781069407
libertycity.ru,0.0,1.0,46,0.0,0.9779305781069407
en.xvideosx.mobi,1.0,0.0,46,0.9779305781069407,0.0
24eropiks.com,1.0,0.0,46,0.9779305781069407,0.0
5music.online,0.0,1.0,45,0.0,0.9773021290001396
book24.ru,0.0,1.0,45,0.0,0.9773021290001396
level.travel,0.0,1.0,45,0.0,0.9773021290001396
spb.superjob.ru,0.0,1.0,45,0.0,0.9773021290001396
studopedia.org,0.0,1.0,45,0.0,0.9773021290001396
www.utkonos.ru,0.0,1.0,45,0.0,0.9773021290001396
doramatv.live,0.0,1.0,45,0.0,0.9773021290001396
navechno.com,0.0,1.0,45,0.0,0.9773021290001396
topreading.ru,0.0,1.0,45,0.0,0.9773021290001396
en.erkiss.club,0.9111111111111112,0.0888888888888889,45,0.8904308286445717,0.08687130035556798
freejavporn.mobi,1.0,0.0,45,0.9773021290001396,0.0
chelyabinsk.zarplata.ru,0.0,1.0,45,0.0,0.9773021290001396
ria.ru,0.0,1.0,45,0.0,0.9773021290001396
studwood.ru,0.0,1.0,45,0.0,0.9773021290001396
darudar.org,0.0,1.0,44,0.0,0.9766369055460634
samara.hh.ru,0.0,1.0,44,0.0,0.9766369055460634
h-chan.me,0.0,1.0,44,0.0,0.9766369055460634
www.chipdip.ru,0.0,1.0,44,0.0,0.9766369055460634
thefappeningblog.com,1.0,0.0,44,0.9766369055460634,0.0
muzlishko.ru,0.0,1.0,44,0.0,0.9766369055460634
webcamsbabe.com,1.0,0.0,44,0.9766369055460634,0.0
studme.org,0.0,1.0,44,0.0,0.9766369055460634
archive.fo,0.06818181818181818,0.931818181818182,44,0.06658887992359523,0.9100480256224683
ruero.net,1.0,0.0,44,0.9766369055460634,0.0
kaspi.kz,0.0,1.0,44,0.0,0.9766369055460634
www.ntv.ru,0.0,1.0,44,0.0,0.9766369055460634
employmentcenter.ru,0.0,1.0,44,0.0,0.9766369055460634
www.drom.ru,0.0,1.0,43,0.0,0.9759315889822862
m.tralolo.com,0.0,1.0,43,0.0,0.9759315889822862
fanserials.tv,0.0,1.0,43,0.0,0.9759315889822862
filmix.co,0.0,1.0,43,0.0,0.9759315889822862
trial-sport.ru,0.0,1.0,43,0.0,0.9759315889822862
bysex.net,1.0,0.0,43,0.9759315889822862,0.0
trupornolabs.org,1.0,0.0,43,0.9759315889822862,0.0
joyreactor.cc,0.813953488372093,0.18604651162790686,43,0.7943629212646516,0.18156866771763452
www.tez-tour.com,0.0,1.0,42,0.0,0.9751824496589485
abiturient.pro,0.0,1.0,42,0.0,0.9751824496589485
63pokupki.ru,0.0,1.0,42,0.0,0.9751824496589485
resheba.me,0.0,1.0,42,0.0,0.9751824496589485
www.androeed.ru,0.0,1.0,42,0.0,0.9751824496589485
foxford.ru,0.0,1.0,42,0.0,0.9751824496589485
manga-chan.me,0.0,1.0,42,0.0,0.9751824496589485
advego.com,0.0,1.0,42,0.0,0.9751824496589485
m.sports.ru,0.0,1.0,42,0.0,0.9751824496589485
stopgame.ru,0.0,1.0,41,0.0,0.9743852815629966
www.parfumdreams.de,0.024390243902439025,0.975609756097561,41,0.02376549467226821,0.9506197868907285
www.oma.by,0.0,1.0,41,0.0,0.9743852815629966
pornoslon.me,1.0,0.0,41,0.9743852815629966,0.0
m.bazaraki.com,0.024390243902439025,0.975609756097561,41,0.02376549467226821,0.9506197868907285
www.mk.ru,0.024390243902439025,0.975609756097561,41,0.02376549467226821,0.9506197868907285
omsk.mlsn.ru,0.0,1.0,40,0.0,0.9735353239404101
regnum.ru,0.0,1.0,40,0.0,0.9735353239404101
crm.supermamki.ru,0.025,0.975,40,0.024338383098510254,0.9491969408418999
ymlporn.net,1.0,0.0,40,0.9735353239404101,0.0
market.csgo.com,0.0,1.0,40,0.0,0.9735353239404101
m.gigporno-video.xyz,1.0,0.0,40,0.9735353239404101,0.0
1000.menu,0.0,1.0,40,0.0,0.9735353239404101
tonkosti.ru,0.0,1.0,40,0.0,0.9735353239404101
kwork.ru,0.0,1.0,40,0.0,0.9735353239404101
shop.mts.ru,0.0,1.0,40,0.0,0.9735353239404101
www.pleer.ru,0.0,1.0,40,0.0,0.9735353239404101
mp3.xn--80adhccsnv2afbpk.xn--p1ai,0.0,1.0,39,0.0,0.9726271669575055
vihosting.me,0.0,1.0,39,0.0,0.9726271669575055
www.kakprosto.ru,0.0,1.0,39,0.0,0.9726271669575055
www.bazaraki.com,0.0,1.0,39,0.0,0.9726271669575055
www.bestreferat.ru,0.0,1.0,39,0.0,0.9726271669575055
shopotam.ru,0.0,1.0,39,0.0,0.9726271669575055
forum.ixbt.com,0.0,1.0,39,0.0,0.9726271669575055
obrazovaka.ru,0.0,1.0,39,0.0,0.9726271669575055
www.stormo.tv,0.0,1.0,39,0.0,0.9726271669575055
profi.ru,0.0,1.0,39,0.0,0.9726271669575055
snowqueen.ru,0.0,1.0,39,0.0,0.9726271669575055
n-torrents.org,0.0,1.0,38,0.0,0.971654637486899
www.komus.ru,0.0,1.0,38,0.0,0.971654637486899
www.tutu.ru,0.0,1.0,38,0.0,0.971654637486899
ftour.otzyv.ru,0.0,1.0,38,0.0,0.971654637486899
aldebaran.ru,0.0,1.0,38,0.0,0.971654637486899
news.rambler.ru,0.0,1.0,38,0.0,0.971654637486899
www.farfetch.com,0.0,1.0,38,0.0,0.971654637486899
hotfiesta.tv,0.8947368421052632,0.10526315789473684,38,0.8693752019619623,0.10227943552493672
en.prosto.ws,1.0,0.0,38,0.971654637486899,0.0
iknigi.net,0.0,1.0,38,0.0,0.971654637486899
xn--80ae2aeeogi5fxc.xn--p1ai,0.0,1.0,38,0.0,0.971654637486899
m.pornogrib.pro,1.0,0.0,38,0.971654637486899,0.0
porn-hd.online,1.0,0.0,38,0.971654637486899,0.0
spb.zoon.ru,0.0,1.0,38,0.0,0.971654637486899
classinform.ru,0.0,1.0,38,0.0,0.971654637486899
rusporn.cc,1.0,0.0,37,0.9706106599701596,0.0
spkubani.club,0.0,1.0,37,0.0,0.9706106599701596
mychords.net,0.0,1.0,37,0.0,0.9706106599701596
rukoeb.com,0.972972972972973,0.027027027027026973,37,0.9443779394304256,0.02623272053973399
kanobu.ru,0.0,1.0,37,0.0,0.9706106599701596
mywed.com,0.0,1.0,37,0.0,0.9706106599701596
index.kodifikant.ru,0.0,1.0,37,0.0,0.9706106599701596
mp3indirelim.com,0.0,1.0,37,0.0,0.9706106599701596
igroutka.net,0.0,1.0,37,0.0,0.9706106599701596
www-sunhome-ru.cdn.ampproject.org,0.0,1.0,37,0.0,0.9706106599701596
echo.msk.ru,0.0,1.0,37,0.0,0.9706106599701596
egrp365.ru,0.0,1.0,37,0.0,0.9706106599701596
xn--j1ahfl.xn--p1ai,0.0,1.0,37,0.0,0.9706106599701596
www.idealmedia.io,0.0,1.0,37,0.0,0.9706106599701596
euroset.ru,0.0,1.0,36,0.0,0.9694870857937364
femdomcc.net,1.0,0.0,36,0.9694870857937364,0.0
m2.ikea.com,0.0,1.0,36,0.0,0.9694870857937364
de.justporno.sex,1.0,0.0,36,0.9694870857937364,0.0
m.povar.ru,0.0,1.0,36,0.0,0.9694870857937364
tiu.ru,0.0,1.0,36,0.0,0.9694870857937364
m.9111.ru,0.0,1.0,36,0.0,0.9694870857937364
m.perfektdamen.co,0.9714285714285714,0.02857142857142858,35,0.9406094973531766,0.027664985216269908
read-books-online.ru,0.0,1.0,35,0.0,0.9682744825694465
nemaloknig.com,0.0,1.0,35,0.0,0.9682744825694465
hitov.net,0.0,1.0,35,0.0,0.9682744825694465
naobzorah.ru,0.0,1.0,35,0.0,0.9682744825694465
720video.tv,1.0,0.0,35,0.9682744825694465,0.0
vladivostok.drom.ru,0.0,1.0,35,0.0,0.9682744825694465
fappeningbook.com,1.0,0.0,35,0.9682744825694465,0.0
conf.7ya.ru,0.0,1.0,35,0.0,0.9682744825694465
www.moscowmap.ru,0.0,1.0,35,0.0,0.9682744825694465
justporno.tv,1.0,0.0,35,0.9682744825694465,0.0
otvetytut.com,0.0,1.0,35,0.0,0.9682744825694465
dating.ru,0.0,1.0,34,0.0,0.9669618719223695
videolike.me,0.2352941176470588,0.7647058823529411,34,0.2275204404523222,0.7394414314700472
wwr.perfectgirls.net,1.0,0.0,34,0.9669618719223695,0.0
ekniga.org,0.0,1.0,34,0.0,0.9669618719223695
gamer-info.com,0.0,1.0,34,0.0,0.9669618719223695
online.zakon.kz,0.0,1.0,34,0.0,0.9669618719223695
tass.ru,0.0,1.0,34,0.0,0.9669618719223695
realt.by,0.0,1.0,34,0.0,0.9669618719223695
readmanga.me,0.0,1.0,34,0.0,0.9669618719223695
life.ru,0.0,1.0,34,0.0,0.9669618719223695
